id;uuid;first_name;last_name;gender;asma;rankId;rankName;specialtyId;specialtyName;mobileNumber;org;lattitude;longitude;absence1;absence2;absence3;absence4;absence5;absence6;absence7;absence8;absence9;absence10;absence11;absence12;absence13;absence14;absence15;absence16;absence17;absence18;absence19;absence20;absence21;absence22;absence23;absence24;absence25;absence26;absence27;absence28;absence29;absence30;absence31;dob;id_no;id_issue;id_expiration;passport;social_security;email;landline_no;street_address
134;3e82850f-aacd-451e-a3bb-8318ea308b8f;Γαβριήλ;Αθανασίου;Άρρεν;2488;6;Ανθ. Α';5;ΤΜΜ;99763482;370;34,78347728;33,34495767;8;;9;;;10;9;;3;1;9;2;8;;9;;8;6;8;6;10;9;4;9;6;;;8;7;8;4;10/07/1985;121155;13/11/15;21/9/25;24400;972193;jtidgewell3p@auda.org.au;23898191;1205 Annamark Trail
135;9fe707d8-a413-4067-ac7b-23bec0dc6b2d;Σταμάτης;Μυριάνθους;Άρρεν;1152;1;Ασμχος;7;ΤΟΠ;99286406;360;35,1373355;33,1330889;7;;7;4;3;10;6;1;1;8;0;2;0;10;5;10;4;7;6;8;4;9;8;;5;;;4;3;10;10;31/07/1980;769951;26/12/11;3/11/21;85022;702085;gaish3q@prlog.org;22653455;7543 Dunning Point
136;d0a8b10a-259a-42f3-857c-e17f64d01bfb;Χαραλαμπία;Αγγελίδη;Θήλυ;1181;4;Υπσγός;1;Ι;99737095;350;34,8354258;33,34500385;6;10;8;2;8;2;9;5;0;8;;;;10;;1;3;5;;2;2;7;9;2;2;;;;1;9;8;29/09/1975;780518;19/3/19;25/1/29;41461;416010;awadelin3r@photobucket.com;22898704;9 Chinook Circle
137;682e2c1b-84f6-45e0-b38b-5e988fcd71a5;Άντρη;Χριστοδούλου;Θήλυ;9962;10;Εσμίας;9;ΣΛ;99561455;350;35,01107843;33,28948037;8;1;10;1;;7;3;5;8;;8;;0;1;8;;4;6;7;;;7;0;4;3;;;9;10;4;1;08/09/1987;913071;23/8/18;1/7/28;88399;803402;ibecke3s@wordpress.com;23258556;67 Vermont Plaza
138;295940c6-f76a-4d0d-923f-3f07616eae87;Παυλίνα;Ευρυπίδου;Άρρεν;7725;9;Ασμίας;12;ΤΜΣ;99542756;370;35,25935451;33,2310089;7;4;9;6;6;3;;;6;10;7;9;7;4;9;6;10;1;10;6;1;;8;4;9;0;1;10;7;3;6;13/10/1983;430391;18/8/10;26/6/20;59926;503105;msmellie3t@livejournal.com;26466811;837 Jenifer Center
139;933729dd-27a9-4760-acb9-4e882371b3d2;Κυριάκος;Χρυσοστόμου;Άρρεν;5991;4;Υπσγός;8;ΥΠΛ;99165041;360;34,65007765;32,72955806;1;5;4;7;5;10;;;2;5;;2;0;4;3;0;6;;3;6;7;0;10;4;5;2;6;5;6;5;4;27/10/1988;295680;22/6/12;1/5/22;47330;521612;scullerne3u@seattletimes.com;23537439;468 Bartelt Avenue
140;a733476a-e232-4a46-a90f-3d1b9b4d6c96;Αθανάσιος;Σταυρινού;Άρρεν;5232;9;Ασμίας;9;ΣΛ;99590173;350;35,08129624;33,12289183;8;1;0;5;9;3;3;2;5;8;7;;10;6;0;;;9;7;1;;7;10;3;3;3;10;6;;;5;19/09/1984;657576;23/7/10;31/5/20;43406;102996;cghiriardelli3v@pen.io;22482279;5 Dapin Point
141;792a72ae-ccf5-4900-a662-6dedc2191310;Γεωργία;Δημητρίου;Θήλυ;3653;6;Ανθ. Α';4;ΜΑΕ;99128207;350;35,04248588;32,83620079;6;9;3;6;8;5;2;0;1;;4;9;0;;2;2;4;7;4;;9;0;7;4;9;1;8;9;;;3;02/04/1977;993043;26/6/18;4/5/28;47153;103580;tschwant3w@walmart.com;26936457;9 Veith Center
142;56d03144-ec46-4d21-9cb2-2b9be15015d6;Κωνσταντίνος;Σταυρινού;Άρρεν;8406;8;Ανθ. Γ';11;ΤΕΑ;99350211;350;35,22296458;33,28511721;7;6;0;4;8;5;4;5;1;4;2;1;;8;2;3;10;6;;10;5;1;9;;4;6;10;10;;;7;15/03/1987;274193;30/4/12;9/3/22;13786;137826;ekordova3x@etsy.com;24919126;8517 Kinsman Terrace
143;bbf835c9-67a3-4cb0-b921-aace40517401;Προκόπιος;Παύλου;Άρρεν;9121;8;Ανθ. Γ';2;ΜΑ;99726100;360;35,24174807;33,23401251;;8;3;7;1;3;1;10;;9;0;7;0;4;2;6;6;;9;7;;7;;5;9;1;8;1;;;7;14/01/1983;317668;20/2/16;29/12/25;96414;315626;alawlings3y@people.com.cn;24885462;49879 Fairfield Pass
144;a47dba1a-2363-4e3c-92c0-9ae47bb72346;Μαρία;Οικονόμου;Θήλυ;9082;7;Ανθ. Β';1;Ι;99234038;370;34,81011873;32,92812181;2;10;5;;1;10;6;5;6;4;8;;4;7;2;1;;5;5;7;0;1;8;9;10;3;4;3;1;3;10;28/08/1971;844535;7/3/18;14/1/28;72182;643631;carsmith3z@google.ru;26568338;555 Cardinal Avenue
145;491f80bf-7b2d-4cf4-9cb4-9425fcfb3f75;Γεώργιος;Αθανασίου;Άρρεν;7730;10;Εσμίας;4;ΜΑΕ;99828324;350;34,91571548;32,99012377;9;5;;;2;6;;10;4;;;1;10;8;10;7;0;1;6;8;3;3;3;0;9;7;5;0;2;5;3;07/06/1991;168906;9/3/13;16/1/23;23676;737673;voultram40@va.gov;25760479;3 Lillian Alley
146;d535a0fd-f060-416a-852e-8a6831baba1a;Όμηρος;Χατζηνικολάου;Άρρεν;6844;4;Υπσγός;5;ΤΜΜ;99353427;370;34,95865437;33,07956623;10;1;6;7;9;1;;0;8;8;1;4;8;9;10;;0;0;1;;9;0;2;;6;6;5;4;1;8;5;03/04/1973;950263;18/7/13;27/5/23;30050;188920;lenser41@geocities.jp;26648439;85 Autumn Leaf Court
147;0eb17bf0-1499-41b0-9d70-573897f01a49;Βαλεντίνα;Ευρυβιάδη;Θήλυ;1362;2;Επγός;4;ΜΑΕ;99595425;370;34,93839208;33,01835117;6;8;9;8;10;7;9;3;8;1;6;;5;;10;3;;10;1;4;3;4;3;9;;6;1;9;3;3;3;29/03/1975;900062;30/8/16;9/7/26;18803;732453;gkett42@google.com.br;22240019;81098 East Parkway
148;3fcd32cb-d6a6-402d-af0e-7056a9d9c461;Σίμος;Χατζηγιάννης;Άρρεν;4631;7;Ανθ. Β';1;Ι;99360758;370;35,21806918;32,87187952;5;2;3;9;8;5;9;4;2;9;7;4;3;0;2;0;7;3;6;1;;7;;9;5;8;2;6;1;7;9;11/10/1995;430111;11/10/10;19/8/20;39455;888586;sbernardoux43@umn.edu;22752041;2246 Hovde Alley
149;2fb8a2f8-7dcf-4c6e-91c1-ed2b89fad3d0;Μαρία;Δημητρίου;Θήλυ;9861;4;Υπσγός;7;ΤΟΠ;99593261;360;34,84842656;33,08957109;1;3;6;6;4;3;0;5;2;10;0;2;;0;9;10;2;8;6;;9;9;10;10;0;7;4;5;1;10;7;07/10/1984;778900;22/2/17;1/1/27;49974;708538;mblodg44@pen.io;26276766;1201 Barnett Circle
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
